RK,Team,Total PointsPTS,date
13,MexicoMEX,698,7/5/2000
14,CroatiaCRO,694,7/5/2000
15,EnglandENG,691,7/5/2000
16,DenmarkDEN,653,7/5/2000
17,ColombiaCOL,650,7/5/2000
18,SwedenSWE,645,7/5/2000
19,ParaguayPAR,642,7/5/2000
20,USAUSA,639,7/5/2000
21,ScotlandSCO,629,7/5/2000
22,ChileCHI,625,7/5/2000
23,South AfricaRSA,624,7/5/2000
24,RussiaRUS,616,7/5/2000
25,MoroccoMAR,607,7/5/2000
26,SlovakiaSVK,606,7/5/2000
27,TunisiaTUN,605,7/5/2000
28,BelgiumBEL,599,7/5/2000
29,TurkeyTUR,588,7/5/2000
30,UkraineUKR,584,7/5/2000
31,GreeceGRE,583,7/5/2000
32,IsraelISR,583,7/5/2000
33,EgyptEGY,579,7/5/2000
34,CameroonCMR,571,7/5/2000
35,UruguayURU,569,7/5/2000
36,AustriaAUT,568,7/5/2000
37,Trinidad and TobagoTRI,567,7/5/2000
38,Korea RepublicKOR,567,7/5/2000
39,Republic of IrelandIRL,563,7/5/2000
40,IR IranIRN,561,7/5/2000
41,PolandPOL,559,7/5/2000
42,SloveniaSVN,559,7/5/2000
43,ZambiaZAM,558,7/5/2000
44,PeruPER,550,7/5/2000
45,AngolaANG,545,7/5/2000
46,JapanJPN,541,7/5/2000
47,BulgariaBUL,538,7/5/2000
48,Saudi ArabiaKSA,536,7/5/2000
49,Côte d'IvoireCIV,532,7/5/2000
50,HungaryHUN,529,7/5/2000
1,BrazilBRA,819,8/9/2000
2,FranceFRA,808,8/9/2000
3,ArgentinaARG,749,8/9/2000
4,Czech RepublicCZE,745,8/9/2000
5,SpainESP,743,8/9/2000
6,ItalyITA,729,8/9/2000
7,PortugalPOR,716,8/9/2000
8,NetherlandsNED,710,8/9/2000
9,NorwayNOR,705,8/9/2000
10,YugoslaviaYUG,704,8/9/2000
11,GermanyGER,700,8/9/2000
12,RomaniaROU,695,8/9/2000
13,EnglandENG,689,8/9/2000
14,MexicoMEX,688,8/9/2000
15,CroatiaCRO,687,8/9/2000
16,ParaguayPAR,655,8/9/2000
17,ColombiaCOL,648,8/9/2000
18,DenmarkDEN,639,8/9/2000
19,SwedenSWE,638,8/9/2000
20,South AfricaRSA,629,8/9/2000
21,USAUSA,627,8/9/2000
22,ChileCHI,625,8/9/2000
23,ScotlandSCO,625,8/9/2000
24,MoroccoMAR,609,8/9/2000
25,RussiaRUS,606,8/9/2000
26,TunisiaTUN,606,8/9/2000
27,SlovakiaSVK,598,8/9/2000
28,BelgiumBEL,596,8/9/2000
29,Trinidad and TobagoTRI,586,8/9/2000
30,TurkeyTUR,586,8/9/2000
31,EgyptEGY,581,8/9/2000
32,GreeceGRE,581,8/9/2000
33,CameroonCMR,580,8/9/2000
34,UkraineUKR,580,8/9/2000
35,IsraelISR,572,8/9/2000
36,UruguayURU,572,8/9/2000
37,Korea RepublicKOR,565,8/9/2000
38,IR IranIRN,561,8/9/2000
39,Republic of IrelandIRL,561,8/9/2000
40,ZambiaZAM,561,8/9/2000
41,SloveniaSVN,559,8/9/2000
42,AustriaAUT,554,8/9/2000
43,PeruPER,554,8/9/2000
44,PolandPOL,548,8/9/2000
45,Côte d'IvoireCIV,547,8/9/2000
46,JamaicaJAM,543,8/9/2000
47,AngolaANG,539,8/9/2000
48,JapanJPN,535,8/9/2000
49,HondurasHON,534,8/9/2000
50,GhanaGHA,531,8/9/2000
1,BrazilBRA,818,9/6/2000
2,FranceFRA,807,9/6/2000
3,ArgentinaARG,752,9/6/2000
4,Czech RepublicCZE,746,9/6/2000
5,SpainESP,740,9/6/2000
6,ItalyITA,725,9/6/2000
7,PortugalPOR,724,9/6/2000
8,YugoslaviaYUG,714,9/6/2000
9,GermanyGER,712,9/6/2000
10,NetherlandsNED,710,9/6/2000
11,NorwayNOR,698,9/6/2000
12,RomaniaROU,698,9/6/2000
13,MexicoMEX,693,9/6/2000
14,EnglandENG,682,9/6/2000
15,CroatiaCRO,675,9/6/2000
16,ParaguayPAR,672,9/6/2000
17,ColombiaCOL,668,9/6/2000
18,DenmarkDEN,652,9/6/2000
19,USAUSA,646,9/6/2000
20,ChileCHI,645,9/6/2000
21,SwedenSWE,639,9/6/2000
22,ScotlandSCO,631,9/6/2000
23,South AfricaRSA,631,9/6/2000
24,RussiaRUS,625,9/6/2000
25,BelgiumBEL,607,9/6/2000
26,MoroccoMAR,605,9/6/2000
27,TunisiaTUN,605,9/6/2000
28,SlovakiaSVK,604,9/6/2000
29,Trinidad and TobagoTRI,597,9/6/2000
30,TurkeyTUR,588,9/6/2000
31,EgyptEGY,586,9/6/2000
32,UruguayURU,583,9/6/2000
33,GreeceGRE,581,9/6/2000
34,CameroonCMR,580,9/6/2000
35,IsraelISR,577,9/6/2000
36,PolandPOL,568,9/6/2000
37,SloveniaSVN,568,9/6/2000
38,Republic of IrelandIRL,565,9/6/2000
39,JamaicaJAM,565,9/6/2000
40,PeruPER,565,9/6/2000
41,UkraineUKR,565,9/6/2000
42,AustriaAUT,563,9/6/2000
43,Korea RepublicKOR,563,9/6/2000
44,IR IranIRN,559,9/6/2000
45,ZambiaZAM,557,9/6/2000
46,HondurasHON,545,9/6/2000
47,FinlandFIN,543,9/6/2000
48,Côte d'IvoireCIV,542,9/6/2000
49,HungaryHUN,540,9/6/2000
50,JapanJPN,537,9/6/2000
1,BrazilBRA,822,10/11/2000
2,FranceFRA,801,10/11/2000
3,ArgentinaARG,764,10/11/2000
4,Czech RepublicCZE,753,10/11/2000
5,SpainESP,745,10/11/2000
6,ItalyITA,740,10/11/2000
7,PortugalPOR,726,10/11/2000
8,GermanyGER,719,10/11/2000
9,NetherlandsNED,718,10/11/2000
10,YugoslaviaYUG,711,10/11/2000
11,MexicoMEX,700,10/11/2000
12,NorwayNOR,692,10/11/2000
13,RomaniaROU,691,10/11/2000
14,ParaguayPAR,689,10/11/2000
15,EnglandENG,672,10/11/2000
16,ColombiaCOL,668,10/11/2000
17,CroatiaCRO,665,10/11/2000
18,USAUSA,648,10/11/2000
19,ChileCHI,642,10/11/2000
20,DenmarkDEN,639,10/11/2000
21,SwedenSWE,634,10/11/2000
22,South AfricaRSA,631,10/11/2000
23,BelgiumBEL,620,10/11/2000
24,RussiaRUS,620,10/11/2000
25,ScotlandSCO,619,10/11/2000
26,SlovakiaSVK,610,10/11/2000
27,TunisiaTUN,610,10/11/2000
28,MoroccoMAR,603,10/11/2000
29,Trinidad and TobagoTRI,595,10/11/2000
30,TurkeyTUR,591,10/11/2000
31,EgyptEGY,586,10/11/2000
32,GreeceGRE,583,10/11/2000
33,SloveniaSVN,583,10/11/2000
34,UruguayURU,582,10/11/2000
35,CameroonCMR,579,10/11/2000
36,PolandPOL,577,10/11/2000
37,IsraelISR,573,10/11/2000
38,Republic of IrelandIRL,571,10/11/2000
39,AustriaAUT,569,10/11/2000
40,UkraineUKR,567,10/11/2000
41,PeruPER,563,10/11/2000
42,JamaicaJAM,562,10/11/2000
43,IR IranIRN,561,10/11/2000
44,Korea RepublicKOR,559,10/11/2000
45,ZambiaZAM,554,10/11/2000
46,HondurasHON,546,10/11/2000
47,Saudi ArabiaKSA,546,10/11/2000
48,GhanaGHA,543,10/11/2000
49,JapanJPN,541,10/11/2000
50,Côte d'IvoireCIV,540,10/11/2000
1,BrazilBRA,818,11/15/2000
2,FranceFRA,801,11/15/2000
3,ArgentinaARG,762,11/15/2000
4,Czech RepublicCZE,748,11/15/2000
5,ItalyITA,746,11/15/2000
6,SpainESP,742,11/15/2000
7,PortugalPOR,740,11/15/2000
8,GermanyGER,715,11/15/2000
9,YugoslaviaYUG,712,11/15/2000
10,NetherlandsNED,711,11/15/2000
11,MexicoMEX,696,11/15/2000
12,ParaguayPAR,694,11/15/2000
13,RomaniaROU,685,11/15/2000
14,NorwayNOR,684,11/15/2000
15,ColombiaCOL,674,11/15/2000
16,EnglandENG,667,11/15/2000
17,CroatiaCRO,667,11/15/2000
18,USAUSA,648,11/15/2000
19,ChileCHI,642,11/15/2000
20,ScotlandSCO,637,11/15/2000
21,RussiaRUS,636,11/15/2000
22,SwedenSWE,632,11/15/2000
23,South AfricaRSA,631,11/15/2000
24,DenmarkDEN,626,11/15/2000
25,TunisiaTUN,613,11/15/2000
26,BelgiumBEL,611,11/15/2000
27,SlovakiaSVK,608,11/15/2000
28,MoroccoMAR,606,11/15/2000
29,TurkeyTUR,606,11/15/2000
30,Trinidad and TobagoTRI,597,11/15/2000
31,UkraineUKR,596,11/15/2000
32,EgyptEGY,589,11/15/2000
33,Republic of IrelandIRL,588,11/15/2000
34,JapanJPN,587,11/15/2000
35,Saudi ArabiaKSA,586,11/15/2000
36,UruguayURU,585,11/15/2000
37,IsraelISR,585,11/15/2000
38,SloveniaSVN,584,11/15/2000
39,Korea RepublicKOR,581,11/15/2000
40,IR IranIRN,580,11/15/2000
41,CameroonCMR,580,11/15/2000
42,GreeceGRE,578,11/15/2000
43,AustriaAUT,578,11/15/2000
44,PolandPOL,575,11/15/2000
45,PeruPER,563,11/15/2000
46,JamaicaJAM,560,11/15/2000
47,ZambiaZAM,558,11/15/2000
48,HungaryHUN,555,11/15/2000
49,IcelandISL,551,11/15/2000
50,HondurasHON,546,11/15/2000
1,BrazilBRA,821,12/20/2000
2,FranceFRA,801,12/20/2000
3,ArgentinaARG,773,12/20/2000
4,ItalyITA,742,12/20/2000
5,Czech RepublicCZE,742,12/20/2000
6,PortugalPOR,738,12/20/2000
7,SpainESP,735,12/20/2000
8,NetherlandsNED,709,12/20/2000
9,YugoslaviaYUG,707,12/20/2000
10,ParaguayPAR,707,12/20/2000
11,GermanyGER,705,12/20/2000
12,MexicoMEX,693,12/20/2000
13,RomaniaROU,683,12/20/2000
14,NorwayNOR,675,12/20/2000
15,ColombiaCOL,672,12/20/2000
16,USAUSA,659,12/20/2000
17,EnglandENG,657,12/20/2000
18,CroatiaCRO,656,12/20/2000
19,ChileCHI,639,12/20/2000
20,South AfricaRSA,635,12/20/2000
21,RussiaRUS,634,12/20/2000
22,DenmarkDEN,625,12/20/2000
23,SwedenSWE,625,12/20/2000
24,SlovakiaSVK,614,12/20/2000
25,ScotlandSCO,613,12/20/2000
26,TunisiaTUN,611,12/20/2000
27,BelgiumBEL,610,12/20/2000
28,MoroccoMAR,602,12/20/2000
29,Trinidad and TobagoTRI,600,12/20/2000
30,TurkeyTUR,599,12/20/2000
31,Republic of IrelandIRL,596,12/20/2000
32,UruguayURU,590,12/20/2000
33,EgyptEGY,589,12/20/2000
34,UkraineUKR,587,12/20/2000
35,SloveniaSVN,586,12/20/2000
36,Saudi ArabiaKSA,585,12/20/2000
37,IR IranIRN,585,12/20/2000
38,JapanJPN,584,12/20/2000
39,CameroonCMR,581,12/20/2000
40,Korea RepublicKOR,579,12/20/2000
41,IsraelISR,578,12/20/2000
42,GreeceGRE,574,12/20/2000
43,PolandPOL,573,12/20/2000
44,AustriaAUT,572,12/20/2000
45,PeruPER,560,12/20/2000
46,HondurasHON,557,12/20/2000
47,HungaryHUN,556,12/20/2000
48,JamaicaJAM,555,12/20/2000
49,ZambiaZAM,555,12/20/2000
50,IcelandISL,554,12/20/2000
1,BrazilBRA,821,1/17/2001
2,FranceFRA,801,1/17/2001
3,ArgentinaARG,771,1/17/2001
4,Czech RepublicCZE,742,1/17/2001
5,ItalyITA,742,1/17/2001
6,PortugalPOR,738,1/17/2001
7,SpainESP,734,1/17/2001
8,NetherlandsNED,708,1/17/2001
9,YugoslaviaYUG,707,1/17/2001
10,ParaguayPAR,706,1/17/2001
11,GermanyGER,705,1/17/2001
12,MexicoMEX,691,1/17/2001
13,RomaniaROU,683,1/17/2001
14,NorwayNOR,675,1/17/2001
15,ColombiaCOL,671,1/17/2001
16,USAUSA,659,1/17/2001
17,EnglandENG,657,1/17/2001
18,CroatiaCRO,655,1/17/2001
19,South AfricaRSA,635,1/17/2001
20,RussiaRUS,634,1/17/2001
21,ChileCHI,629,1/17/2001
22,SlovakiaSVK,626,1/17/2001
23,DenmarkDEN,625,1/17/2001
24,SwedenSWE,624,1/17/2001
25,ScotlandSCO,612,1/17/2001
26,TunisiaTUN,611,1/17/2001
27,BelgiumBEL,610,1/17/2001
28,MoroccoMAR,610,1/17/2001
29,Trinidad and TobagoTRI,600,1/17/2001
30,EgyptEGY,599,1/17/2001
31,TurkeyTUR,598,1/17/2001
32,Republic of IrelandIRL,596,1/17/2001
33,UruguayURU,590,1/17/2001
34,UkraineUKR,587,1/17/2001
35,SloveniaSVN,586,1/17/2001
36,CameroonCMR,585,1/17/2001
37,IR IranIRN,585,1/17/2001
38,Saudi ArabiaKSA,585,1/17/2001
39,PolandPOL,583,1/17/2001
40,JapanJPN,581,1/17/2001
41,IsraelISR,578,1/17/2001
42,Korea RepublicKOR,578,1/17/2001
43,GreeceGRE,573,1/17/2001
44,AustriaAUT,572,1/17/2001
45,PeruPER,560,1/17/2001
46,HondurasHON,557,1/17/2001
47,JamaicaJAM,557,1/17/2001
48,HungaryHUN,556,1/17/2001
49,ZambiaZAM,555,1/17/2001
50,NigeriaNGA,555,1/17/2001
1,BrazilBRA,818,2/14/2001
2,FranceFRA,799,2/14/2001
3,ArgentinaARG,769,2/14/2001
4,ItalyITA,740,2/14/2001
5,Czech RepublicCZE,739,2/14/2001
6,PortugalPOR,736,2/14/2001
7,SpainESP,732,2/14/2001
8,NetherlandsNED,706,2/14/2001
9,YugoslaviaYUG,705,2/14/2001
10,ParaguayPAR,704,2/14/2001
11,GermanyGER,703,2/14/2001
12,MexicoMEX,688,2/14/2001
13,RomaniaROU,681,2/14/2001
14,NorwayNOR,673,2/14/2001
15,ColombiaCOL,673,2/14/2001
16,USAUSA,657,2/14/2001
17,EnglandENG,655,2/14/2001
18,CroatiaCRO,654,2/14/2001
19,South AfricaRSA,633,2/14/2001
20,RussiaRUS,632,2/14/2001
21,SlovakiaSVK,629,2/14/2001
22,ChileCHI,628,2/14/2001
23,DenmarkDEN,624,2/14/2001
24,SwedenSWE,622,2/14/2001
25,ScotlandSCO,610,2/14/2001
26,TunisiaTUN,609,2/14/2001
27,BelgiumBEL,608,2/14/2001
28,MoroccoMAR,606,2/14/2001
29,Trinidad and TobagoTRI,602,2/14/2001
30,TurkeyTUR,597,2/14/2001
31,Republic of IrelandIRL,594,2/14/2001
32,Saudi ArabiaKSA,591,2/14/2001
33,UruguayURU,589,2/14/2001
34,EgyptEGY,589,2/14/2001
35,IR IranIRN,587,2/14/2001
36,UkraineUKR,585,2/14/2001
37,SloveniaSVN,585,2/14/2001
38,PolandPOL,584,2/14/2001
39,IsraelISR,582,2/14/2001
40,JapanJPN,581,2/14/2001
41,CameroonCMR,581,2/14/2001
42,Korea RepublicKOR,579,2/14/2001
43,GreeceGRE,572,2/14/2001
44,AustriaAUT,570,2/14/2001
45,JamaicaJAM,559,2/14/2001
46,PeruPER,558,2/14/2001
47,HondurasHON,557,2/14/2001
48,Côte d'IvoireCIV,554,2/14/2001
49,HungaryHUN,554,2/14/2001
50,ZambiaZAM,553,2/14/2001
1,BrazilBRA,814,3/14/2001
2,FranceFRA,797,3/14/2001
3,ArgentinaARG,771,3/14/2001
4,PortugalPOR,738,3/14/2001
5,ItalyITA,735,3/14/2001
6,Czech RepublicCZE,734,3/14/2001
7,SpainESP,727,3/14/2001
8,ParaguayPAR,703,3/14/2001
9,NetherlandsNED,702,3/14/2001
10,YugoslaviaYUG,701,3/14/2001
11,GermanyGER,698,3/14/2001
12,MexicoMEX,684,3/14/2001
13,RomaniaROU,680,3/14/2001
14,NorwayNOR,670,3/14/2001
15,ColombiaCOL,667,3/14/2001
16,EnglandENG,659,3/14/2001
17,CroatiaCRO,656,3/14/2001
18,USAUSA,655,3/14/2001
19,RussiaRUS,639,3/14/2001
20,South AfricaRSA,631,3/14/2001
21,SwedenSWE,629,3/14/2001
22,ChileCHI,623,3/14/2001
23,SlovakiaSVK,620,3/14/2001
24,DenmarkDEN,619,3/14/2001
25,Saudi ArabiaKSA,617,3/14/2001
26,BelgiumBEL,615,3/14/2001
27,TunisiaTUN,612,3/14/2001
28,ScotlandSCO,606,3/14/2001
29,TurkeyTUR,605,3/14/2001
30,MoroccoMAR,602,3/14/2001
31,Trinidad and TobagoTRI,597,3/14/2001
32,PolandPOL,595,3/14/2001
33,EgyptEGY,594,3/14/2001
34,UruguayURU,594,3/14/2001
35,Republic of IrelandIRL,590,3/14/2001
36,CameroonCMR,587,3/14/2001
37,IR IranIRN,586,3/14/2001
38,UkraineUKR,584,3/14/2001
39,Korea RepublicKOR,582,3/14/2001
40,SloveniaSVN,581,3/14/2001
41,IsraelISR,576,3/14/2001
42,JapanJPN,575,3/14/2001
43,JamaicaJAM,570,3/14/2001
44,GreeceGRE,568,3/14/2001
45,AustriaAUT,567,3/14/2001
46,Côte d'IvoireCIV,564,3/14/2001
47,HungaryHUN,560,3/14/2001
48,PeruPER,555,3/14/2001
49,BulgariaBUL,553,3/14/2001
50,HondurasHON,553,3/14/2001
1,BrazilBRA,807,4/11/2001
2,FranceFRA,792,4/11/2001
3,ArgentinaARG,770,4/11/2001
4,ItalyITA,750,4/11/2001
5,PortugalPOR,735,4/11/2001
6,Czech RepublicCZE,732,4/11/2001
7,SpainESP,725,4/11/2001
8,GermanyGER,714,4/11/2001
9,ParaguayPAR,713,4/11/2001
10,NetherlandsNED,709,4/11/2001
11,YugoslaviaYUG,697,4/11/2001
12,RomaniaROU,688,4/11/2001
13,MexicoMEX,681,4/11/2001
14,EnglandENG,677,4/11/2001
15,ColombiaCOL,667,4/11/2001
16,NorwayNOR,666,4/11/2001
17,CroatiaCRO,665,4/11/2001
18,USAUSA,659,4/11/2001
19,SwedenSWE,645,4/11/2001
20,RussiaRUS,642,4/11/2001
21,DenmarkDEN,641,4/11/2001
22,South AfricaRSA,630,4/11/2001
23,PolandPOL,627,4/11/2001
24,ScotlandSCO,627,4/11/2001
25,SlovakiaSVK,627,4/11/2001
26,TurkeyTUR,620,4/11/2001
27,BelgiumBEL,619,4/11/2001
28,ChileCHI,617,4/11/2001
29,Saudi ArabiaKSA,616,4/11/2001
30,Republic of IrelandIRL,611,4/11/2001
31,MoroccoMAR,611,4/11/2001
32,TunisiaTUN,607,4/11/2001
33,Trinidad and TobagoTRI,596,4/11/2001
34,EgyptEGY,589,4/11/2001
35,UkraineUKR,588,4/11/2001
36,SloveniaSVN,587,4/11/2001
37,AustriaAUT,586,4/11/2001
38,CameroonCMR,586,4/11/2001
39,UruguayURU,583,4/11/2001
40,IR IranIRN,581,4/11/2001
41,Korea RepublicKOR,578,4/11/2001
42,JapanJPN,572,4/11/2001
43,IsraelISR,571,4/11/2001
44,BulgariaBUL,570,4/11/2001
45,JamaicaJAM,567,4/11/2001
46,GreeceGRE,564,4/11/2001
47,Côte d'IvoireCIV,561,4/11/2001
48,HungaryHUN,559,4/11/2001
49,HondurasHON,557,4/11/2001
50,PeruPER,554,4/11/2001
1,FranceFRA,796,5/16/2001
2,BrazilBRA,794,5/16/2001
3,ArgentinaARG,763,5/16/2001
4,ItalyITA,748,5/16/2001
5,PortugalPOR,732,5/16/2001
6,SpainESP,724,5/16/2001
7,Czech RepublicCZE,722,5/16/2001
8,NetherlandsNED,715,5/16/2001
9,GermanyGER,711,5/16/2001
10,ParaguayPAR,703,5/16/2001
11,YugoslaviaYUG,689,5/16/2001
12,RomaniaROU,683,5/16/2001
13,MexicoMEX,680,5/16/2001
14,EnglandENG,673,5/16/2001
15,USAUSA,666,5/16/2001
16,ColombiaCOL,665,5/16/2001
17,NorwayNOR,663,5/16/2001
18,RussiaRUS,652,5/16/2001
19,CroatiaCRO,650,5/16/2001
20,DenmarkDEN,645,5/16/2001
21,SwedenSWE,643,5/16/2001
22,South AfricaRSA,634,5/16/2001
23,PolandPOL,627,5/16/2001
24,ScotlandSCO,624,5/16/2001
25,SlovakiaSVK,623,5/16/2001
26,MoroccoMAR,622,5/16/2001
27,Republic of IrelandIRL,617,5/16/2001
28,Saudi ArabiaKSA,615,5/16/2001
29,TurkeyTUR,614,5/16/2001
30,BelgiumBEL,612,5/16/2001
31,TunisiaTUN,611,5/16/2001
32,ChileCHI,607,5/16/2001
33,UruguayURU,601,5/16/2001
34,AustriaAUT,599,5/16/2001
35,EgyptEGY,595,5/16/2001
36,Trinidad and TobagoTRI,595,5/16/2001
37,CameroonCMR,592,5/16/2001
38,SloveniaSVN,584,5/16/2001
39,Korea RepublicKOR,580,5/16/2001
40,UkraineUKR,573,5/16/2001
41,Côte d'IvoireCIV,571,5/16/2001
42,IR IranIRN,571,5/16/2001
43,BulgariaBUL,570,5/16/2001
44,JapanJPN,568,5/16/2001
45,EcuadorECU,567,5/16/2001
46,JamaicaJAM,566,5/16/2001
47,IsraelISR,564,5/16/2001
48,GreeceGRE,558,5/16/2001
49,HondurasHON,558,5/16/2001
50,NigeriaNGA,555,5/16/2001
1,FranceFRA,818,6/20/2001
2,BrazilBRA,796,6/20/2001
3,ArgentinaARG,771,6/20/2001
4,ItalyITA,747,6/20/2001
5,PortugalPOR,734,6/20/2001
6,SpainESP,733,6/20/2001
7,Czech RepublicCZE,726,6/20/2001
8,GermanyGER,720,6/20/2001
9,NetherlandsNED,718,6/20/2001
10,ParaguayPAR,714,6/20/2001
11,YugoslaviaYUG,702,6/20/2001
12,RomaniaROU,696,6/20/2001
13,EnglandENG,693,6/20/2001
14,CroatiaCRO,672,6/20/2001
15,MexicoMEX,670,6/20/2001
16,DenmarkDEN,665,6/20/2001
17,USAUSA,665,6/20/2001
18,ColombiaCOL,660,6/20/2001
19,NorwayNOR,660,6/20/2001
20,RussiaRUS,659,6/20/2001
21,SwedenSWE,657,6/20/2001
22,Republic of IrelandIRL,641,6/20/2001
23,PolandPOL,638,6/20/2001
24,South AfricaRSA,632,6/20/2001
25,Trinidad and TobagoTRI,628,6/20/2001
26,BelgiumBEL,626,6/20/2001
27,Saudi ArabiaKSA,621,6/20/2001
28,MoroccoMAR,620,6/20/2001
29,TunisiaTUN,617,6/20/2001
30,SlovakiaSVK,616,6/20/2001
31,TurkeyTUR,613,6/20/2001
32,ScotlandSCO,611,6/20/2001
33,JapanJPN,609,6/20/2001
34,EgyptEGY,601,6/20/2001
35,ChileCHI,600,6/20/2001
36,SloveniaSVN,600,6/20/2001
37,Korea RepublicKOR,599,6/20/2001
38,CameroonCMR,597,6/20/2001
39,AustriaAUT,596,6/20/2001
40,UruguayURU,591,6/20/2001
41,IsraelISR,589,6/20/2001
42,Côte d'IvoireCIV,584,6/20/2001
43,UkraineUKR,583,6/20/2001
44,EcuadorECU,582,6/20/2001
45,NigeriaNGA,581,6/20/2001
46,BulgariaBUL,578,6/20/2001
47,Costa RicaCRC,578,6/20/2001
48,JamaicaJAM,577,6/20/2001
49,IR IranIRN,570,6/20/2001
50,AustraliaAUS,569,6/20/2001
1,FranceFRA,810,7/18/2001
2,BrazilBRA,795,7/18/2001
3,ArgentinaARG,764,7/18/2001
4,ItalyITA,735,7/18/2001
5,GermanyGER,726,7/18/2001
6,SpainESP,715,7/18/2001
7,PortugalPOR,712,7/18/2001
8,ParaguayPAR,711,7/18/2001
9,Czech RepublicCZE,709,7/18/2001
10,NetherlandsNED,695,7/18/2001
11,RomaniaROU,689,7/18/2001
12,YugoslaviaYUG,688,7/18/2001
13,MexicoMEX,687,7/18/2001
14,ColombiaCOL,682,7/18/2001
15,EnglandENG,682,7/18/2001
16,USAUSA,672,7/18/2001
17,DenmarkDEN,670,7/18/2001
18,CroatiaCRO,668,7/18/2001
19,SwedenSWE,659,7/18/2001
20,RussiaRUS,658,7/18/2001
21,NorwayNOR,654,7/18/2001
22,TunisiaTUN,647,7/18/2001
23,Republic of IrelandIRL,640,7/18/2001
24,PolandPOL,638,7/18/2001
25,South AfricaRSA,633,7/18/2001
26,BelgiumBEL,631,7/18/2001
27,Trinidad and TobagoTRI,622,7/18/2001
28,MoroccoMAR,621,7/18/2001
29,Saudi ArabiaKSA,621,7/18/2001
30,UruguayURU,620,7/18/2001
31,ChileCHI,619,7/18/2001
32,JapanJPN,614,7/18/2001
33,Costa RicaCRC,610,7/18/2001
34,CameroonCMR,609,7/18/2001
35,SlovakiaSVK,608,7/18/2001
36,TurkeyTUR,608,7/18/2001
37,ScotlandSCO,606,7/18/2001
38,EgyptEGY,602,7/18/2001
39,Korea RepublicKOR,599,7/18/2001
40,NigeriaNGA,599,7/18/2001
41,SloveniaSVN,599,7/18/2001
42,Côte d'IvoireCIV,594,7/18/2001
43,AustriaAUT,592,7/18/2001
44,IsraelISR,586,7/18/2001
45,JamaicaJAM,584,7/18/2001
46,AustraliaAUS,583,7/18/2001
47,UkraineUKR,579,7/18/2001
48,HondurasHON,578,7/18/2001
49,BulgariaBUL,577,7/18/2001
50,EcuadorECU,571,7/18/2001
1,FranceFRA,812,8/22/2001
2,BrazilBRA,808,8/22/2001
3,ArgentinaARG,783,8/22/2001
4,ItalyITA,733,8/22/2001
5,GermanyGER,725,8/22/2001
6,ColombiaCOL,723,8/22/2001
7,Czech RepublicCZE,716,8/22/2001
8,SpainESP,716,8/22/2001
9,PortugalPOR,714,8/22/2001
10,NetherlandsNED,705,8/22/2001
11,ParaguayPAR,703,8/22/2001
12,MexicoMEX,702,8/22/2001
13,YugoslaviaYUG,691,8/22/2001
14,RomaniaROU,687,8/22/2001
15,EnglandENG,675,8/22/2001
16,USAUSA,670,8/22/2001
17,CroatiaCRO,666,8/22/2001
18,DenmarkDEN,663,8/22/2001
19,SwedenSWE,661,8/22/2001
20,RussiaRUS,652,8/22/2001
21,NorwayNOR,648,8/22/2001
22,TunisiaTUN,646,8/22/2001
23,HondurasHON,643,8/22/2001
24,UruguayURU,642,8/22/2001
25,Republic of IrelandIRL,638,8/22/2001
26,PolandPOL,638,8/22/2001
27,JapanJPN,634,8/22/2001
28,South AfricaRSA,629,8/22/2001
29,MoroccoMAR,624,8/22/2001
30,BelgiumBEL,622,8/22/2001
31,Costa RicaCRC,621,8/22/2001
32,Trinidad and TobagoTRI,619,8/22/2001
33,TurkeyTUR,612,8/22/2001
34,NigeriaNGA,610,8/22/2001
35,ChileCHI,609,8/22/2001
36,Saudi ArabiaKSA,609,8/22/2001
37,CameroonCMR,608,8/22/2001
38,EgyptEGY,602,8/22/2001
39,ScotlandSCO,602,8/22/2001
40,SlovakiaSVK,601,8/22/2001
41,IsraelISR,596,8/22/2001
42,Korea RepublicKOR,596,8/22/2001
43,PeruPER,596,8/22/2001
44,SloveniaSVN,595,8/22/2001
45,Côte d'IvoireCIV,589,8/22/2001
46,IR IranIRN,585,8/22/2001
47,EcuadorECU,583,8/22/2001
48,UkraineUKR,583,8/22/2001
49,AustriaAUT,581,8/22/2001
50,BulgariaBUL,581,8/22/2001
1,FranceFRA,810,9/19/2001
2,BrazilBRA,799,9/19/2001
3,ArgentinaARG,794,9/19/2001
4,ItalyITA,737,9/19/2001
5,PortugalPOR,732,9/19/2001
6,SpainESP,730,9/19/2001
7,ColombiaCOL,719,9/19/2001
8,NetherlandsNED,717,9/19/2001
9,EnglandENG,712,9/19/2001
10,MexicoMEX,711,9/19/2001
11,ParaguayPAR,710,9/19/2001
12,GermanyGER,708,9/19/2001
13,YugoslaviaYUG,705,9/19/2001
14,Czech RepublicCZE,704,9/19/2001
15,RomaniaROU,695,9/19/2001
16,CroatiaCRO,674,9/19/2001
17,SwedenSWE,673,9/19/2001
18,DenmarkDEN,664,9/19/2001
19,USAUSA,660,9/19/2001
20,HondurasHON,656,9/19/2001
21,UruguayURU,653,9/19/2001
22,Republic of IrelandIRL,653,9/19/2001
23,NorwayNOR,650,9/19/2001
24,RussiaRUS,648,9/19/2001
25,TunisiaTUN,645,9/19/2001
26,BelgiumBEL,643,9/19/2001
